;entities
1868;['WORK OF ART: Kærligheden Kalder', 'PERSON: Nadja Laugesen']
1869;['NORP: dansk']
1870;['LAW: Barselsloven']
1871;['PERCENT: otte procent', 'EVENT: Kosovokrigen']
1872;['DATE: en måned']
1873;['QUANTITY: 218 cm', 'ORGANIZATION: Amazon Prime']
1874;['DATE: 08-09-1987']
1875;['MONEY: en krone', 'LAW: Lov om ophørsstøtte til jordbrugere']
1876;['NORP: svensk', 'NORP: iranerne']
1877;['DATE: 15 år', 'PERCENT: 36 %']
1878;['NORP: polsk', 'GPE: Venezula', 'PERSON: Bieber', 'WORK OF ART: Mood (Remix)']
1879;['WORK OF ART: København']
1880;['LAW: Net- og informationssikkerhedsloven']
1881;['PERCENT: 84 %', 'ORGANIZATION: Grundfos Holding']
1882;['ORGANIZATION: MARTEC', 'PRODUCT: LEGO Colosseum']
1883;['GPE: Færøerne']
1884;['PERSON: Hans-Christian Thorup']
1885;['PERSON: Taylor Swift', 'DATE: 1981']
1886;['EVENT: nytårsaften']
1887;['LOCATION: Congo-Chambeshi']
1888;['WORK OF ART: Someone You Loved', 'EVENT: GRØN {festival}', 'LOCATION: Nordsjælland', 'QUANTITY: halvfems hundrede kg']
1889;['FACILITY: Det kongelige teater']
1890;['LOCATION: København K', 'ORGANIZATION: DR {media}', 'MONEY: EUR222', 'GPE: Cubas']
1891;['MONEY: $4329']
1892;['CARDINAL: 21']
1893;['EVENT: Tjernobylulykken', 'QUANTITY: 7360 kg']
1894;['LOCATION: Esbjerg N']
1895;['GPE: Vejle']
1896;['CARDINAL: 50', 'ORGANIZATION: Designskolen Kolding']
1897;['MONEY: 218 kr']
1898;['DATE: halvtredsårig']
1899;['PERSON: Tina X.']
1900;['FACILITY: Lærkevej', 'CARDINAL: 80', 'QUANTITY: 155 km']
1901;['LANGUAGE: lettisk']
1902;['GPE: Bagsværd', 'PERSON: Cathrine', 'ORDINAL: tredje', 'QUANTITY: 313 t']
1903;['PERSON: Jannick Horvath']
1904;['LANGUAGE: italiensk', 'LAW: § 92, stk. 1, i lov om skifte af dødsboer']
1905;['DATE: Maj', 'GPE: Danmark']
1906;['LANGUAGE: fransk']
1907;['PERSON: Ludvig Jansen Brogaard']
1908;['LANGUAGE: russisk', 'QUANTITY: 155 km']
1909;['PRODUCT: Gytha gås {decoration}']
1910;['MONEY: 161 DKK', 'ORGANIZATION: Scandinavian Airlines', 'EVENT: 1. Verdenskrig']
1911;['PERCENT: 17 %']
1912;['CARDINAL: halvdelen', 'PERCENT: 32 %']
1913;['GPE: Danmarks', 'LANGUAGE: maithili']
1914;['TIME: 16.10']
1915;['NORP: Alternativet', 'MONEY: 1 krone']
1916;['PERSON: Monika', 'FACILITY: Lighthouse']
1917;['WORK OF ART: Alle Har En Drøm At Befri', 'GPE: Portugal']
1918;['PERSON: Emmeli Bak Markussen', 'TIME: 12:00:00', 'PERSON: Marta Beck Heinsen']
1919;['ORGANIZATION: Liverpool {football team}']
1920;['MONEY: 241dollars']
1921;['DATE: 14-06-1993', 'WORK OF ART: Super Mario Bros 3']
1922;['QUANTITY: 259 mm', 'LANGUAGE: svenska']
1923;['QUANTITY: tre centimeter', 'ORGANIZATION: Instagram', 'TIME: 30-45 minutter']
1924;['NORP: dansker', 'QUANTITY: 176 kvm']
1925;['QUANTITY: 77 centiliter', 'PRODUCT: Blanc {beer}', 'QUANTITY: 55 meter']
1926;['EVENT: Olga {the storm}']
1927;['ORGANIZATION: NATO-alliancens', 'PERSON: Rosenkilde']
1928;['PERSON: Dalia I. Martinsen', 'ORGANIZATION: Real Madrid', 'ORDINAL: 20.', 'PERCENT: atten procent']
1929;['PERSON: Pelle Dragsted']
1930;['EVENT: Den franske revolution', 'QUANTITY: 55 mm', 'NORP: hinduerne']
1931;['PERSON: Ricky Bjerg Fiskers', 'PERCENT: 26.3 %']
1932;['DATE: 19-09-1992', 'GPE: Athens', 'GPE: Thyborøn']
1933;['CARDINAL: fire']
1934;['FACILITY: Billund lufthavn']
1935;['PERSON: Ellie']
1936;['PERSON: Ida Bentzen']
1937;['MONEY: 7417kroner', 'PERCENT: 15.02%', 'QUANTITY: 5080kWh']
1938;['LANGUAGE: russisk', 'FACILITY: BLL {airport}']
1939;['CARDINAL: 60']
1940;['DATE: 11. December 1984']
1941;['GPE: Tønder', 'PERSON: Sanas', 'GPE: Frederikshavn']
1942;['PERSON: Jens-Erik Walter']
1943;['EVENT: 1. Verdenskrig']
1944;['GPE: Danmark']
1945;['FACILITY: Øresundsbroerne', 'DATE: 02-04-1974']
1946;['WORK OF ART: X Factor', 'EVENT: nytårsaften']
1947;['ORDINAL: 25.']
1948;['TIME: 1 minut', 'FACILITY: Motorring 4']
1949;['NORP: kinserne']
1950;['EVENT: Vildbjerg Cup']
1951;['GPE: Holland']
1952;['ORGANIZATION: Naviairs', 'QUANTITY: 312 L']
1953;['LOCATION: Lolland']
1954;['PERSON: Eva Thomassens', 'PERSON: Michael Laudrup']
1955;['LAW: LEV-loven', 'ORGANIZATION: Skjern {handball team}']
1956;['MONEY: seksten kroner']
1957;['QUANTITY: 96 m', 'QUANTITY: 147 cl']
1958;['DATE: Mandag, 24. Oktober 2022']
1959;['EVENT: Sovjetunionens sammenbrud']
1960;['PERSON: Alex Brouer Skous', 'ORGANIZATION: Cleveland Brows']
1961;['QUANTITY: 67 L', 'PERCENT: 94.63 %']
1962;['LANGUAGE: bhojpuri', 'DATE: Lørdag', 'LOCATION: Sønderjylland']
1963;['PERSON: Darth Vader', 'MONEY: 5347 dkk', 'PERSON: Rasmus Seebach {song}', 'WORK OF ART: 2017 {song}']
1964;['QUANTITY: 65CL', 'PERSON: Theis Mathiasen Albertsen']
1965;['MONEY: tre kr.', 'PERSON: Ann-Louise Fabricius', 'EVENT: 2.Verdenskrig', 'FACILITY: Østergade']
1966;['EVENT: Bhopaulykken', 'LOCATION: Syd- og Sønderjylland']
1967;['PERCENT: 84.25 %', 'PERCENT: 86%']
1968;['PERCENT: halvfjerds procent', 'NORP: dansker']
1969;['NORP: tysker', 'NORP: Siumut', 'DATE: syv år']
1970;['ORGANIZATION: adidas']
1971;['MONEY: tre tusinde amerikanske dollars']
1972;['FACILITY: Bohrs Tårn', 'LAW: Danske lov af 1683, Bog 1', 'GPE: Finlands']
1973;['GPE: Danmark', 'MONEY: DKK9359']
1974;['GPE: Italien']
1975;['PERSON: Ferhat', 'EVENT: krigen i Afghanistan']
1976;['ORGANIZATION: hayu']
1977;['GPE: Køge']
1978;['ORDINAL: anden']
1979;['MONEY: 7122Dkk', 'NORP: Kristendemokraterne']
1980;['TIME: 20:00', 'TIME: et halvt døgn']
1981;['PERCENT: 85%']
1982;['ORGANIZATION: Berlingske Media', 'PERSON: Sandras', 'NORP: dansker', 'DATE: 10-årig']
1983;['QUANTITY: 203 km']
1984;['PERSON: Mariam Kjølhede']
1985;['MONEY: 1 dollar', 'ORDINAL: 1.']
1986;['PERCENT: 65 %', 'PERSON: Luna Jønsson James', 'GPE: Afghanistan']
1987;['GPE: Roskilde']
1988;['DATE: i morgen']
1989;['MONEY: 1 peso', 'WORK OF ART: Engel {song}', 'LANGUAGE: arabisk', 'WORK OF ART: Starboy']
1990;['PERSON: Lajla A.s']
1991;['LAW: Direktiv om fælles regler for det indre marked for elektricitet']
1992;['GPE: Italiens', 'WORK OF ART: House of Cards']
1993;['WORK OF ART: 9000 Chancer']
1994;['FACILITY: Storebæltsbroen', 'PERSON: Jonas Michaelsen']
1995;['WORK OF ART: Game of Thrones', 'ORGANIZATION: Niels Bohr Institutet']
1996;['MONEY: 3221danske kroner', 'ORDINAL: tredje', 'ORGANIZATION: Manchester Uniteds']
1997;['TIME: 21:20']
1998;['LOCATION: Als', 'WORK OF ART: Paradise {tv series}']
1999;['MONEY: dkk 259', 'NORP: sikher', 'GPE: Hobro', 'ORDINAL: fjerde']
2000;['LOCATION: Syddanmark', 'FACILITY: Nordjyske Motorvej']
2001;['LAW: Havneloven', 'PERCENT: 32.94 %']
2002;['PERCENT: 9.85%']
2003;['MONEY: en dollar']
2004;['PERSON: Safa Frederikkes', 'PERSON: Berthelsen']
2005;"[""WORK OF ART: Funk'erne"", 'DATE: sidste måned']"
2006;['PERSON: Kristoffer Bjørns']
2007;['PERCENT: 94 %', 'PERSON: Johanne V.s']
2008;['LOCATION: Als', 'CARDINAL: en tredjedel', 'GPE: England', 'ORGANIZATION: JP {media}']
2009;['LANGUAGE: cantonesisk']
2010;['MONEY: DKK218']
2011;['PERSON: Maja Skov Von Qualen']
2012;['LAW: Novemberforfatningen', 'PERCENT: 45 %']
2013;['CARDINAL: tre']
2014;['LOCATION: Carbien']
2015;['WORK OF ART: Grand Theft Auto', 'WORK OF ART: Adams æbler', 'GPE: DK {country}']
2016;['PERSON: Anker Engelunds']
2017;['PRODUCT: Air Max 90 GTX', 'DATE: i dag']
2018;['LOCATION: Ishavet']
2019;['LANGUAGE: persisk', 'FACILITY: Kratgården']
2020;['PERSON: Galileo Galilei']
2021;['ORGANIZATION: CNN']
2022;['MONEY: fjorten KR', 'PERSON: Danny Kønig Juncker']
2023;['ORDINAL: 19.']
2024;['LANGUAGE: fransk']
2025;['DATE: Marts', 'PERSON: Frederik Knudsen Rosenberg']
2026;['GPE: Luxembourgs', 'PERSON: Bohdan M.']
2027;['PRODUCT: Acqua Di Gio Deodorant Spray', 'GPE: Suldrup']
2028;['LAW: Tvindloven']
2029;['PERSON: Nørregaard', 'GPE: Suldrup', 'MONEY: 161kr']
2030;['DATE: 2003']
2031;['ORGANIZATION: Køge kommune', 'NORP: svenske', 'GPE: Hobro']
2032;['EVENT: Napoleonskrigene', 'PERSON: Sarah O.', 'CARDINAL: fjorten']
2033;['ORGANIZATION: Klima- og Energiministeriet']
2034;['PERSON: Hasse Ahrendt Filtenborg', 'FACILITY: Holger Danske {monument}']
2035;['ORGANIZATION: e-Boks Nordic A/S', 'DATE: Mandag', 'LOCATION: Sjælland']
2036;['EVENT: Anden Verdenskrig', 'QUANTITY: 7690 kvadratmeter', 'ORGANIZATION: Danish Agros']
2037;['DATE: Marts', 'FACILITY: Frederikshavnmotorvejen']
2038;['CARDINAL: atten', 'ORGANIZATION: Aalborg Pirates']
2039;['PERCENT: 75 %']
2040;['LOCATION: Vestjylland']
2041;['PERSON: Piet Hein']
2042;['EVENT: Málaga Feria']
2043;['NORP: tyskere']
2044;['GPE: Stockholms']
2045;['WORK OF ART: Underverden', 'PERSON: Hugo Tran Ottesen', 'PERSON: Charles Darwin', 'QUANTITY: 208centimeter']
2046;['PERSON: Emmeli Bak Markussen']
2047;['PERCENT: 78.49 %']
2048;['FACILITY: Esbjerg Vandtårn']
2049;['MONEY: 67 kr.']
2050;['MONEY: 337kr.', 'LANGUAGE: spansk']
2051;['NORP: tyrkerne', 'PERSON: Michelle Obamas']
2052;['MONEY: 113dkk', 'LOCATION: Aalborg SØ', 'PERSON: Sine', 'LOCATION: Assistens Kirkegården']
2053;['ORGANIZATION: Telenor']
2054;['FACILITY: meteora-klostrene']
2055;['PRODUCT: Tuborg Grøn', 'TIME: 06.00-15.00']
2056;['ORGANIZATION: AROS {museum}']
2057;['GPE: Hasles']
2058;['LANGUAGE: panjabi', 'LANGUAGE: indisk', 'GPE: Horsens']
2059;['PRODUCT: Nokia 3310', 'PERSON: Mohamed Degn', 'PRODUCT: Airpods']
2060;['LOCATION: Refshalvøen']
2061;['GPE: DK {country}', 'PERSON: Anders and']
2062;['ORGANIZATION: Tulip Food Company', 'ORGANIZATION: Fjällräven', 'PRODUCT: Kånken Mini']
2063;['QUANTITY: 161liter', 'QUANTITY: 203 milligram', 'WORK OF ART: Supervoksen']
2064;['LANGUAGE: slovakisk', 'MONEY: 1 dollar', 'GPE: Nederlandene', 'MONEY: en krona']
2065;['ORGANIZATION: PepsiCo']
2066;['FACILITY: skovly {road}', 'PERSON: Otto Q. Fabricius', 'GPE: Aarhus']
2067;['QUANTITY: femten kg', 'LOCATION: det Arktiske Ocean']
2068;['PERCENT: 65%', 'LANGUAGE: arabisk', 'PERSON: Janne G. Rasmussens']
2069;['GPE: London']
2070;['LOCATION: Lolland-Falster']
2071;['QUANTITY: 178 KM']
2072;['ORGANIZATION: Niels Bohr Institutet']
2073;['PERCENT: 95 %']
2074;['PERSON: Ana-Maria D. Carstensen']
2075;['ORGANIZATION: @nytimes {twitter handle}']
2076;['LOCATION: Dansk Vestindien', 'PERCENT: 34 %']
2077;['GPE: Liechtensteins']
2078;['EVENT: Sankthans {holiday celebration}', 'PERSON: Amalie M. Schou']
2079;['WORK OF ART: Spaen {book}', 'ORGANIZATION: JP/Politikens Hus']
2080;['ORGANIZATION: FC Barcelona', 'LANGUAGE: javanesisk']
2081;['GPE: Rumænien', 'TIME: en halv time']
2082;['PERSON: Kell Borg']
2083;['WORK OF ART: Enten-Eller']
2084;['GPE: Vanløse']
2085;['EVENT: nytår']
2086;['CARDINAL: 4', 'FACILITY: Frederiksborg slotshave']
2087;['LANGUAGE: arabisk', 'MONEY: 14kr']
2088;['GPE: Danmarks', 'MONEY: 1 peso']
2089;"['NORP: danskere', 'PERSON: Azad K. Keller', ""PRODUCT: Men's Atom Hoody""]"
2090;['PRODUCT: Xperia 10 V']
2091;['LANGUAGE: español', 'GPE: Kertemindes', 'PERSON: Annelises']
2092;['GPE: Indien']
2093;"['LAW: Arveloven', 'PRODUCT: Macbook Air 15"" M2']"
2094;['PERSON: Bohdan M.', 'FACILITY: bratenvænget', 'ORGANIZATION: Ishøj kommunes', 'PERSON: Heinsen']
2095;['EVENT: Minksagen {scandal}']
2096;['FACILITY: Herlev Hospital']
2097;['CARDINAL: en tredjedel']
2098;['PERCENT: firs procent', 'ORDINAL: anden']
2099;['ORGANIZATION: Facebook']
2100;['GPE: Dragør', 'DATE: November']
2101;['PERSON: Tommy Bendixen', 'WORK OF ART: Masterchef Danmark', 'QUANTITY: 261 km']
2102;['LANGUAGE: kroatisk', 'DATE: 11. December 1984']
2103;['NORP: danskere']
2104;['LANGUAGE: deutsch', 'TIME: i morges']
2105;['MONEY: 341 £']
2106;['DATE: Marts', 'QUANTITY: 219 gram']
2107;['ORGANIZATION: Dyson', 'PRODUCT: V15 Detect']
2108;['PERSON: Ilyas Theodor', 'LAW: naturbeskyttelseslovens §§ 19 d-19 f.', 'WORK OF ART: Lolita']
2109;['LOCATION: Sjælland']
2110;['ORDINAL: tredje']
2111;['LANGUAGE: fransk', 'GPE: Brasiliens', 'PERCENT: halvfems procent']
2112;['DATE: +18 år']
2113;['PERSON: Johnny Depp']
2114;['NORP: Enhedslisten', 'ORGANIZATION: The Sun', 'EVENT: Mortens aften {holiday celebration}', 'LOCATION: Vestjylland']
2115;['DATE: næste år', 'NORP: Venstre']
2116;['PERSON: Valdemar']
2117;['MONEY: 7690DKK', 'WORK OF ART: Uno', 'ORGANIZATION: University College SYD', 'LOCATION: Møn']
2118;['PERCENT: 45 %']
2119;['GPE: Copenhagen', 'FACILITY: bjerrebyvej', 'GPE: Albanien']
2120;['DATE: Søndag, 08. December 1974', 'LOCATION: Sydsjælland', 'GPE: Odense']
2121;['NORP: kristne trossamfund']
2122;['NORP: danskere']
2123;['WORK OF ART: Danmark har talent', 'DATE: en uge']
2124;['ORDINAL: hundredende', 'LOCATION: Congo-Chambeshi', 'QUANTITY: 196liter']
2125;['ORGANIZATION: Arkitektskolen Aarhus', 'PERSON: Kaj J. Svendsen']
2126;['LOCATION: Syd- og Sønderjylland', 'LAW: § 2 i lov nr. 741']
2127;['GPE: Færøerne']
2128;['PERSON: Ion Niklas', 'MONEY: 156danske kroner']
2129;['WORK OF ART: De vindfølsomme']
2130;['DATE: 9 måneder']
2131;['PERCENT: halvfems procent']
2132;['PERCENT: 94 %', 'WORK OF ART: As It Was {song}']
2133;['QUANTITY: 108 millimeter']
2134;['ORGANIZATION: Landbrugsministeriet']
2135;['DATE: 07. Juli 2013']
2136;['EVENT: De olympiske lege i Beijing']
2137;['PRODUCT: Gameboy']
2138;['PERSON: Giulia Carlsens']
2139;['GPE: Blåvand', 'FACILITY: Bella Sky Hotel']
2140;['PERSON: Alina Holmelund', 'MONEY: 152kr.']
2141;['PERCENT: 57 %']
2142;['QUANTITY: 2599 kg']
2143;['EVENT: juleaften', 'ORDINAL: anden', 'NORP: Enhedslisten', 'PERSON: Theis Mathiasen Albertsen']
2144;['PERSON: Marius Jimmi', 'GPE: Tappernøje', 'LOCATION: Fyn', 'LANGUAGE: dansk']
2145;['WORK OF ART: Proletar (Hvor Jeg Står)', 'PERCENT: 75%']
2146;['WORK OF ART: Matador', 'QUANTITY: 2597 meter', 'PERSON: Lin Lundberg Povlsen', 'LANGUAGE: afrikaans']
2147;['DATE: næste måned']
2148;['PERSON: Henrik Cavling']
2149;['PERCENT: 94 %']
2150;['CARDINAL: tre', 'QUANTITY: seksten liter']
2151;['EVENT: P3 Guld {awards show}', 'LOCATION: Nordsjælland', 'WORK OF ART: Madden NFL', 'EVENT: OL i Rio']
2152;['QUANTITY: 334 gram']
2153;['FACILITY: Aarhus Lufthavn', 'ORGANIZATION: NIKE']
2154;['QUANTITY: 259 karat']
2155;['PERSON: Alona', 'DATE: 19-09-1992']
2156;['PERSON: Sally V. Skriver']
2157;['EVENT: Koreakrigen', 'LOCATION: Uralbjergene']
2158;['EVENT: VM-slutrunden', 'NORP: de kristne']
2159;['FACILITY: Københavns Lufthavn', 'LANGUAGE: german', 'DATE: Onsdag', 'EVENT: Coachella']
2160;['CARDINAL: 2']
2161;['LANGUAGE: urdu']
2162;['NORP: danske', 'GPE: Dublins']
2163;['ORGANIZATION: DONG energys']
2164;['FACILITY: Svendborgsundbroen']
2165;['CARDINAL: 10,50']
2166;['LAW: 2019/944/EU']
2167;['NORP: danske']
2168;['QUANTITY: 323 km', 'QUANTITY: 33 km']
2169;"[""DATE: 1910'erne"", 'DATE: August']"
2170;['PERCENT: 2 %']
2171;['LANGUAGE: indisk', 'NORP: Socialdemokratiet', 'ORGANIZATION: TEMPUR {matress}', 'PRODUCT: PRO® SMARTCOOL™ {matress}']
2172;['ORGANIZATION: Finansministeriet', 'LANGUAGE: dansk']
2173;['FACILITY: Magasin du Nord']
2174;['GPE: Grækenland', 'PERCENT: 29 %', 'GPE: Spaniens']
2175;['ORGANIZATION: Apple {company}']
2176;['EVENT: Tibetsagen']
2177;['LOCATION: Midtfyn', 'WORK OF ART: Hærværk']
2178;['ORGANIZATION: Midtjylland {football team}']
2179;['QUANTITY: 1475 kilometer', 'GPE: Frederiksberg']
2180;['MONEY: fyrre kr']
2181;['NORP: aztekere', 'WORK OF ART: Blinding Lights', 'GPE: Esbjerg']
2182;['NORP: franskmænd']
2183;['CARDINAL: syv', 'PERCENT: 99 %']
2184;['WORK OF ART: Måske Ikke {book}']
2185;['PERSON: Tarik H. Lassens', 'WORK OF ART: Blå mænd', 'GPE: Aarhus']
2186;['PERCENT: 87 %']
2187;['CARDINAL: 6']
2188;['PRODUCT: Curly Low-Poo Shampoo', 'PERSON: Ahmed', 'PERSON: Jørn']
2189;['GPE: Copenhagen']
2190;['PERCENT: 18 %', 'PERSON: Filip Kluge Bendtsen', 'LAW: stk. 1, nr. 1', 'LAW: § 143 i selskabsloven']
2191;['PERSON: Mohamad Y. Simonsen']
2192;['GPE: Lithauens']
2193;['QUANTITY: 99 meter', 'MONEY: 1687kr.', 'PERSON: Søren Brun']
2194;['GPE: Rødovre']
2195;['PERSON: Mason Block Højgaards']
2196;['QUANTITY: 295 km']
2197;['PERSON: Sigurd', 'NORP: dansk', 'LOCATION: Himmelbjerget', 'DATE: 10 Jun, 1975']
2198;['GPE: Turkmenistan', 'DATE: 8-11-årige']
2199;['PERCENT: atten procent', 'ORGANIZATION: ISS {international service system}']
2200;['ORDINAL: første']
2201;['LOCATION: Fladstensdalen']
2202;['ORGANIZATION: Fox News', 'PERSON: Konrad O. Hashemis']
2203;['GPE: Nexø']
2204;['ORGANIZATION: Sonos', 'PRODUCT: Move']
2205;['EVENT: 1.Verdenskrig']
2206;['MONEY: syv millioner kr', 'ORGANIZATION: Disney']
2207;['PERSON: Lukas Gaardbo']
2208;['ORGANIZATION: Århus Maskinmesterskole', 'PERCENT: tusind procent', 'LAW: Årsregnskabsloven']
2209;['QUANTITY: 113 mm', 'ORDINAL: tiende']
2210;['FACILITY: Fattigskolen {school}', 'MONEY: 178kroner', 'GPE: Botswana', 'DATE: Januar']
2211;['ORGANIZATION: Pandora']
2212;['PERSON: Marc P.', 'ORGANIZATION: Logitech', 'PRODUCT: G PRO']
2213;['GPE: Farsøs', 'PERSON: Rebecca Ravn']
2214;['NORP: Veganerpartiet', 'ORGANIZATION: Institut for Fødevarevidenskab']
2215;['CARDINAL: 201']
2216;['PERSON: Barack Obama']
2217;['PERCENT: 71 %', 'ORGANIZATION: PRIME {beverages}', 'FACILITY: Billund lufthavn', 'FACILITY: Frøslevlejren']
2218;['EVENT: GGGI-sagen {scandal}', 'QUANTITY: 259 kilometer', 'MONEY: 5347Dkk']
2219;['GPE: Sudan']
2220;['PRODUCT: VitaPower Blender MMB6141B', 'PERCENT: 38%']
2221;['DATE: et år']
2222;['EVENT: Grammy Awards', 'NORP: muslimer']
2223;['ORDINAL: 2.']
2224;['GPE: Montenegro', 'PERSON: Agersnaps', 'MONEY: 7649 £', 'WORK OF ART: Ulysses']
2225;['ORGANIZATION: Ekstra Bladet']
2226;['ORGANIZATION: Facebook', 'PERCENT: 36.03%']
2227;['NORP: Socialistisk Folkeparti', 'GPE: Kbh', 'WORK OF ART: Tetris']
2228;['GPE: Sydafrika', 'WORK OF ART: Korpset {tv series}']
2229;['WORK OF ART: En kongelig affære', 'TIME: kl. 17.00']
2230;['ORGANIZATION: Real Madrid', 'QUANTITY: 337 g']
2231;['ORGANIZATION: OB {football team}']
2232;['LOCATION: Balearerne']
2233;['LANGUAGE: vietnamesisk', 'QUANTITY: 278 millimeter', 'DATE: i morgen']
2234;['PERSON: Louie I.']
2235;['PRODUCT: Ceres Top']
2236;['MONEY: 35 pesos']
2237;['QUANTITY: 152 liter']
2238;['NORP: italiener', 'QUANTITY: 203 km']
2239;['CARDINAL: 10', 'PERSON: Tobias Dues', 'MONEY: 329USD']
2240;['WORK OF ART: Klovn {tv series}', 'ORGANIZATION: Institut for Engelsk, Germansk og Romansk', 'MONEY: 326kroner', 'QUANTITY: 273kvm']
2241;['PERCENT: 31.11%']
2242;['PRODUCT: Duvet Dream Pillow Bag']
2243;['CARDINAL: 45']
2244;['NORP: Radikale Venstre', 'GPE: Japan']
2245;['NORP: Dansk Folkeparti (DF)', 'TIME: 10 timer']
2246;['PERCENT: 13%', 'PERSON: Mogens Ladefoged Bruhn']
2247;['PERSON: Mille Wolff Johansen', 'NORP: Venstre']
2248;['QUANTITY: nitten cl', 'PERCENT: 40 %', 'LOCATION: Syd- og Sønderjylland']
2249;['LAW: retsplejelovens § 834, stk. 1, nr. 2 ', 'LANGUAGE: bulgarsk', 'WORK OF ART: Supervoksen', 'ORGANIZATION: Carhatt', 'PRODUCT: Heston Vest']
2250;['QUANTITY: halvfems kilometer']
2251;['MONEY: 5271 kr.']
2252;['PRODUCT: Base Camp Duffel']
2253;['PRODUCT: Bikuben {lamp}', 'PERSON: Vivi']
2254;['LANGUAGE: mandarin']
2255;['FACILITY: Kanalhusene', 'PRODUCT: Explore 6 Airfryer']
2256;['NORP: danskere']
2257;['ORDINAL: anden']
2258;['WORK OF ART: Kvinde Min', 'CARDINAL: 300', 'FACILITY: Christiansborg']
2259;['GPE: Honduras', 'GPE: Knebel']
2260;['ORGANIZATION: FCK {football team}', 'FACILITY: Limfjordsbroen']
2261;['DATE: 25-10-1980']
2262;['GPE: Sverige']
2263;['PERCENT: fem procent']
2264;['PRODUCT: Sinus Pendel', 'PERSON: Tomasz Osmanovic Kvist']
2265;['GPE: Kirke Såby', 'PERCENT: 40 %']
2266;['LAW: direktiv1999/96/EF ']
2267;['PERSON: Joseph Stalin', 'LOCATION: Bornholm']
2268;['GPE: Københavns', 'WORK OF ART: Robinson Ekspeditionen']
2269;['QUANTITY: 5080kWh']
2270;['WORK OF ART: Stay {song}']
2271;['CARDINAL: to-og-tyve', 'PERSON: Allis C.']
2272;['ORGANIZATION: adidas', 'NORP: RV {political party}', 'PERSON: Ronja E. Kirk', 'ORDINAL: femte']
2273;['PERSON: Nils S. Lystrup']
2274;['QUANTITY: 193 kilogram', 'DATE: 10 Okt, 2000']
2275;['GPE: Store Heddinge', 'GPE: KBH']
2276;['ORGANIZATION: The Packers {football team}', 'WORK OF ART: X-Factor']
2277;['GPE: Serbien', 'CARDINAL: otte', 'EVENT: Hafnia-sagen', 'PERSON: Marius Jimmi']
2278;['DATE: April', 'DATE: 14. Oktober 1992', 'PERSON: Egon', 'ORGANIZATION: Marshall', 'PRODUCT: Major IV']
2279;['GPE: Horsens']
2280;['PERCENT: 89 %']
2281;['WORK OF ART: Don Quixote']
2282;['WORK OF ART: Sommer i Sunny Beach']
2283;['GPE: Frankrigs']
2284;['PERCENT: halvfems procent', 'GPE: Faaborgs']
2285;['GPE: Linköping', 'PERCENT: 1 %', 'PERSON: Mikail Simonsens']
2286;['PERCENT: 26.3%', 'PERCENT: 77 %']
2287;['GPE: Rom']
2288;['LOCATION: Nordjylland', 'PRODUCT: Brook Knit Rib Cardigan']
2289;['DATE: i dag']
2290;['GPE: Bratislavas']
2291;['CARDINAL: atten', 'QUANTITY: 176hektometer']
2292;['WORK OF ART: Bachelor {tv series}', 'PERCENT: 84%', 'PERSON: Line Kruse', 'WORK OF ART: Noget i luften']
2293;['GPE: Moldova', 'QUANTITY: 259 gram']
2294;['CARDINAL: ti', 'GPE: Budapest']
2295;['LOCATION: Midtjylland', 'ORGANIZATION: Vestas Wind Systems', 'NORP: dansk']
2296;['GPE: Aalborg']
2297;['PRODUCT: Foodi Max AF400', 'ORGANIZATION: TikTok']
2298;['PERSON: Chris Wagners']
2299;['LOCATION: Rødehavet', 'EVENT: Navidad Flamenca {christmas concert}']
2300;['NORP: svensker']
2301;['GPE: Stockholm', 'LAW: Lov om ændring af lov om midlertidig opholdstilladelse til personer, der i Afghanistan har bistået danske myndigheder m.v.', 'MONEY: 14kroner']
2302;['MONEY: 161DKK']
2303;['NORP: italienerne']
2304;['ORGANIZATION: Aarhus Uni']
2305;['PERSON: Samuel', 'LAW: §§ 4-7']
2306;['WORK OF ART: En frygtelig kvinde']
2307;['LOCATION: Lolland']
2308;['NORP: Moderaterne (M)']
2309;['ORDINAL: 23.', 'MONEY: 7649 kr.', 'DATE: overmorgen']
2310;['PERSON: Karin H. Husted', 'PERCENT: seksten procent']
2311;['FACILITY: kannikegården']
2312;"['MONEY: halvfems hundrede danske kroner', 'LOCATION: Aarhus C', 'PERSON: Beatrice Yasmin', ""DATE: 1950'erne""]"
2313;['ORGANIZATION: Starks', 'MONEY: ti KR', 'LAW: Ligeretstilføjelsen']
2314;['WORK OF ART: Dance Monkey']
2315;['NORP: Kristne', 'QUANTITY: 217 km']
2316;['CARDINAL: nitten']
2317;['GPE: Sydafrika']
2318;['PERSON: Peer Fuglsang']
2319;['PERSON: Amalia Bech Rosendahl']
2320;['PERSON: Toni Lynge Nedergaard', 'GPE: Nederlandene']
2321;['QUANTITY: 252 fahrenheit']
2322;['PRODUCT: P-tærter']
2323;['LOCATION: Randers C', 'PERCENT: 88 %', 'PERCENT: 13%']
2324;['LANGUAGE: dansk', 'LOCATION: St. Thomas', 'ORGANIZATION: FN {united nations}']
2325;['PERSON: Joachim Bendixen Boysen']
2326;['LOCATION: Rocky Mountains']
2327;['DATE: i går', 'NORP: jøder', 'NORP: Nye Borgerlige (NB)']
2328;['GPE: Horsens']
2329;['PERCENT: 32.94 %']
